confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,orth,name,pk,valueset_pk,word_pk
,StandardOrth,,,12-212-190-1,{},,pick up,pɪk ʌp ,64628,49513,58373
,StandardOrth,,,12-213-190-1,{},,pile up,paɪl ʌp ,64629,49514,59012
,StandardOrth,,,12-220-190-1,{},,join,ʤɔɪn ,64630,49515,58113
,StandardOrth,,,12-220-190-3,{},,unite,ˈjuˌnaɪt ,64631,49515,59425
,StandardOrth,,,12-230-190-1,{},,separate,ˈsɛprət ,64632,49516,58817
,StandardOrth,,,12-232-190-1,{},,divide,dɪˈvaɪd ,64633,49517,58089
,StandardOrth,,,12-240-190-1,{},,open,ˈoʊpən ,64634,49518,58585
,StandardOrth,,,12-250-190-1,{},,shut,ʃʌt ,64635,49519,59306
,StandardOrth,,,12-250-190-3,{},,close,kloʊs ,64636,49519,59036
,StandardOrth,,,12-260-190-1,{},,cover,ˈkʌvər ,64637,49520,59005
,StandardOrth,,,12-270-190-1,{},,hide,haɪd ,64638,49521,58069
,StandardOrth,,,12-270-190-3,{},,conceal,kənˈsil ,64639,49521,58386
,StandardOrth,,,12-310-190-1,{},,high,haɪ ,64640,49522,59245
,StandardOrth,,,12-320-190-1,{},,low,loʊ ,64641,49523,58792
,StandardOrth,,,12-330-190-1,{},,top,tɑp ,64642,49524,58197
,StandardOrth,,,12-340-190-1,{},,bottom,ˈbɑtəm ,64643,49525,58370
,StandardOrth,,,12-350-190-1,{},,end,ɛnd ,64644,49526,58129
,StandardOrth,,,12-352-190-1,{},,pointed,ˈpɔɪntəd ,64645,49527,59372
,StandardOrth,,,12-353-190-1,{},,edge,ɛʤ ,64646,49528,59094
,StandardOrth,,,12-360-190-1,{},,side,saɪd ,64647,49529,58171
,StandardOrth,,,12-370-190-1,{},,middle,ˈmɪdəl ,64648,49530,58706
,StandardOrth,,,12-370-190-3,{},,center,ˈsɛntər ,64649,49530,59436
,StandardOrth,,,12-410-190-1,{},,right,raɪt ,64650,49531,58357
,StandardOrth,,,12-420-190-1,{},,left,lɛft ,64651,49532,58330
,StandardOrth,,,12-430-190-1,{},,near,nɪr ,64652,49533,58302
,StandardOrth,,,12-440-190-1,{},,far,fɑr ,64653,49534,58833
,StandardOrth,,,12-450-190-1,{},,east,ist ,64654,49535,58344
,StandardOrth,,,12-460-190-1,{},,west,wɛst ,64655,49536,58691
,StandardOrth,,,12-470-190-1,{},,north,nɔrθ ,64656,49537,59499
,StandardOrth,,,12-480-190-1,{},,south,saʊθ ,64657,49538,59314
,StandardOrth,,,12-530-190-1,{},,grow,groʊ ,64658,49539,58518
,StandardOrth,,,12-540-190-1,{},,measure,ˈmɛʒər ,64659,49540,59296
,StandardOrth,,,12-541-190-1,{},,span,spæn ,64660,49541,59132
,StandardOrth,,,12-541-190-3,{},,fathom,ˈfæðəm ,64661,49541,59301
,StandardOrth,,,12-550-190-1,{},,large,lɑrʤ ,64662,49542,58839
,StandardOrth,,,12-550-190-3,{},,big,bɪg ,64663,49542,59102
,StandardOrth,,,12-560-190-1,{},,small,smɔl ,64664,49543,58841
,StandardOrth,,,12-560-190-3,{},,little,ˈlɪtəl ,64665,49543,58590
,StandardOrth,,,12-570-190-1,{},,long,lɔŋ ,64666,49544,58582
,StandardOrth,,,12-580-190-1,{},,tall,tɔl ,64667,49545,58526
,StandardOrth,,,12-590-190-1,{},,short,ʃɔrt ,64668,49546,58911
,StandardOrth,,,12-610-190-1,{},,wide,waɪd ,64669,49547,58601
,StandardOrth,,,12-610-190-3,{},,broad,brɔd ,64670,49547,59472
,StandardOrth,,,12-620-190-1,{},,narrow,ˈnɛroʊ ,64671,49548,58859
,StandardOrth,,,12-630-190-1,{},,thick,θɪk ,64672,49549,58194
,StandardOrth,,,12-650-190-1,{},,thin,θɪn ,64673,49550,59238
,StandardOrth,,,12-670-190-1,{},,deep,dip ,64674,49551,59413
,StandardOrth,,,12-680-190-1,{},,shallow,ˈʃæloʊ ,64675,49552,59327
,StandardOrth,,,12-710-190-1,{},,flat,flæt ,64676,49553,58870
,StandardOrth,,,12-730-190-1,{},,straight,streɪt ,64677,49554,59069
,StandardOrth,,,12-740-190-1,{},,crooked,krʊkt ,64678,49555,58671
,StandardOrth,,,12-750-190-1,{},,hook,hʊk ,64679,49556,58931
,StandardOrth,,,12-760-190-1,{},,corner,ˈkɔrnər ,64680,49557,58642
,StandardOrth,,,12-770-190-1,{},,cross,krɔs ,64681,49558,59424
,StandardOrth,,,12-780-190-1,{},,square,skwɛr ,64682,49559,58555
,StandardOrth,,,12-810-190-1,{},,round,raʊnd ,64683,49560,58456
,StandardOrth,,,12-820-190-1,{},,circle,ˈsɜrkəl ,64684,49561,59019
,StandardOrth,,,12-830-190-1,{},,sphere,sfɪr ,64685,49562,58893
,StandardOrth,,,12-830-190-3,{},,ball,bɔl ,64686,49562,59427
,StandardOrth,,,12-840-190-1,{},,line,laɪn ,64687,49563,59141
,StandardOrth,,,12-850-190-1,{},,hole,hoʊl ,64688,49564,58110
,StandardOrth,,,12-920-190-1,{},,like,laɪk ,64689,49565,59461
,StandardOrth,,,12-920-190-3,{},,similar,ˈsɪmələr ,64690,49565,59147
,StandardOrth,,,12-930-190-1,{},,change,ʧeɪnʤ ,64691,49566,58475
,StandardOrth,,,13-0-190-1,{},,zero,ˈzɪroʊ ,64692,49567,58844
,StandardOrth,,,13-0-190-3,{},,nothing,ˈnʌθɪŋ ,64693,49567,59000
,StandardOrth,,,13-10-190-1,{},,one,wʌn ,64694,49568,58581
,StandardOrth,,,13-20-190-1,{},,two,tu ,64695,49569,58866
,StandardOrth,,,13-30-190-1,{},,three,θri ,64696,49570,58286
,StandardOrth,,,13-40-190-1,{},,four,fɔr ,64697,49571,58039
,StandardOrth,,,13-50-190-1,{},,five,faɪv ,64698,49572,59456
,StandardOrth,,,13-60-190-1,{},,six,sɪks ,64699,49573,59254
,StandardOrth,,,13-70-190-1,{},,seven,ˈsɛvən ,64700,49574,58307
,StandardOrth,,,13-80-190-1,{},,eight,eɪt ,64701,49575,59352
,StandardOrth,,,13-90-190-1,{},,nine,naɪn ,64702,49576,58885
,StandardOrth,,,13-100-190-1,{},,ten,tɛn ,64703,49577,58196
,StandardOrth,,,13-101-190-1,{},,eleven,ɪˈlɛvən ,64704,49578,59221
,StandardOrth,,,13-102-190-1,{},,twelve,twɛlv ,64705,49579,58763
,StandardOrth,,,13-103-190-1,{},,fifteen,fɪfˈtin ,64706,49580,59208
,StandardOrth,,,13-104-190-1,{},,twenty,ˈtwɛnti ,64707,49581,58971
,StandardOrth,,,13-105-190-1,{},,hundred,ˈhʌndrəd ,64708,49582,58975
,StandardOrth,,,13-106-190-1,{},,thousand,ˈθaʊzənd ,64709,49583,58693
,StandardOrth,,,13-107-190-1,{},,count,kaʊnt ,64710,49584,59502
,StandardOrth,,,13-140-190-1,{},,every,ˈɛvəri ,64711,49585,58053
,StandardOrth,,,13-140-190-3,{},,all,ɔl ,64712,49585,58822
,StandardOrth,,,13-150-190-1,{},,much,mʌʧ ,64713,49586,58288
,StandardOrth,,,13-150-190-3,{},,many,ˈmɛni ,64714,49586,58680
,StandardOrth,,,13-160-190-1,{},,more,mɔr ,64715,49587,58869
,StandardOrth,,,13-170-190-1,{},,little,ˈlɪtəl ,64716,49588,58590
,StandardOrth,,,13-170-190-3,{},,few,fju ,64717,49588,59133
,StandardOrth,,,13-180-190-1,{},,enough,ɪˈnʌf ,64718,49589,58797
,StandardOrth,,,13-181-190-1,{},,some,sʌm ,64719,49590,59115
,StandardOrth,,,13-190-190-1,{},,multitude,ˈmʌltəˌtud ,64720,49591,58851
,StandardOrth,,,13-190-190-3,{},,crowd,kraʊd ,64721,49591,58359
,StandardOrth,,,13-210-190-1,{},,full,fʊl ,64722,49592,58854
,StandardOrth,,,13-220-190-1,{},,empty,ˈɛmpti ,64723,49593,59059
,StandardOrth,,,13-230-190-1,{},,part,pɑrt ,64724,49594,58978
,StandardOrth,,,13-230-190-3,{},,piece,pis ,64725,49594,59506
,StandardOrth,,,13-240-190-1,{},,half,hæf ,64726,49595,58543
,StandardOrth,,,13-330-190-1,{},,alone,əˈloʊn ,64727,49596,58472
,StandardOrth,,,13-330-190-3,{},,only,ˈoʊnli ,64728,49596,58650
,StandardOrth,,,13-340-190-1,{},,first,fɜrst ,64729,49597,58576
,StandardOrth,,,13-350-190-1,{},,last,læst ,64730,49598,59042
,StandardOrth,,,13-360-190-1,{},,second,ˈsɛkənd ,64731,49599,58067
,StandardOrth,,,13-370-190-1,{},,pair,pɛr ,64732,49600,58628
,StandardOrth,,,13-380-190-1,{},,two times,tu taɪmz ,64733,49601,58685
,StandardOrth,,,13-420-190-1,{},,third,θɜrd ,64734,49602,58142
,StandardOrth,,,13-440-190-1,{},,three times,θri taɪmz ,64735,49603,58561
,StandardOrth,,,14-110-190-1,{},,time,taɪm ,64736,49604,58435
,StandardOrth,,,14-120-190-1,{},,age,eɪʤ ,64737,49605,59162
,StandardOrth,,,14-130-190-1,{},,new,nu ,64738,49606,58074
,StandardOrth,,,14-140-190-1,{},,young,jʌŋ ,64739,49607,59169
,StandardOrth,,,14-150-190-1,{},,old,oʊld ,64740,49608,58358
,StandardOrth,,,14-160-190-1,{},,early,ˈɜrli ,64741,49609,59090
,StandardOrth,,,14-170-190-1,{},,late,leɪt ,64742,49610,58926
,StandardOrth,,,14-180-190-1,{},,now,naʊ ,64743,49611,59447
,StandardOrth,,,14-190-190-1,{},,immediately,ɪˈmidiətli ,64744,49612,59460
,StandardOrth,,,14-210-190-1,{},,swift,swɪft ,64745,49613,59397
,StandardOrth,,,14-210-190-3,{},,fast,fæst ,64746,49613,59135
,StandardOrth,,,14-210-190-5,{},,quick,kwɪk ,64747,49613,58455
,StandardOrth,,,14-220-190-1,{},,slow,sloʊ ,64748,49614,58646
,StandardOrth,,,14-230-190-1,{},,hasten,ˈheɪsən ,64749,49615,58261
,StandardOrth,,,14-230-190-3,{},,hurry,ˈhɜri ,64750,49615,58875
,StandardOrth,,,14-240-190-1,{},,retard,rɪˈtɑrd ,64751,49616,59435
,StandardOrth,,,14-240-190-3,{},,delay,dɪˈleɪ ,64752,49616,59255
,StandardOrth,,,14-250-190-1,{},,begin,bɪˈgɪn ,64753,49617,58624
,StandardOrth,,,14-250-190-3,{},,beginning,bɪˈgɪnɪŋ ,64754,49617,58958
,StandardOrth,,,14-252-190-1,{},,last,læst ,64755,49618,59042
,StandardOrth,,,14-252-190-3,{},,endure,ɛnˈdjʊr ,64756,49618,58211
,StandardOrth,,,14-260-190-1,{},,end,ɛnd ,64757,49619,58129
,StandardOrth,,,14-270-190-1,{},,finish,ˈfɪnɪʃ ,64758,49620,58718
,StandardOrth,,,14-280-190-1,{},,cease,sis ,64759,49621,58735
,StandardOrth,,,14-280-190-3,{},,stop,stɑp ,64760,49621,58253
,StandardOrth,,,14-290-190-1,{},,ready,ˈrɛdi ,64761,49622,59077
,StandardOrth,,,14-310-190-1,{},,always,ˈɔlˌweɪz ,64762,49623,58932
,StandardOrth,,,14-320-190-1,{},,often,ˈɔfən ,64763,49624,59113
,StandardOrth,,,14-330-190-1,{},,sometimes,səmˈtaɪmz ,64764,49625,59004
,StandardOrth,,,14-331-190-1,{},,soon,sun ,64765,49626,58918
,StandardOrth,,,14-332-190-1,{},,long-time,lɔŋ-taɪm ,64766,49627,59520
,StandardOrth,,,14-340-190-1,{},,never,ˈnɛvər ,64767,49628,58077
,StandardOrth,,,14-350-190-1,{},,again,əˈgɛn ,64768,49629,58813
,StandardOrth,,,14-410-190-1,{},,day,deɪ ,64769,49630,59292
,StandardOrth,,,14-420-190-1,{},,night,naɪt ,64770,49631,58355
,StandardOrth,,,14-430-190-1,{},,dawn,dɔn ,64771,49632,58177
,StandardOrth,,,14-440-190-1,{},,morning,ˈmɔrnɪŋ ,64772,49633,58664
,StandardOrth,,,14-450-190-1,{},,noon,nun ,64773,49634,58769
,StandardOrth,,,14-450-190-3,{},,midday,ˈmɪdˌdeɪ ,64774,49634,59224
,StandardOrth,,,14-451-190-1,{},,afternoon,ˌæftərˈnun ,64775,49635,58389
,StandardOrth,,,14-460-190-1,{},,evening,ˈivnɪŋ ,64776,49636,58707
,StandardOrth,,,14-470-190-1,{},,today,təˈdeɪ ,64777,49637,58487
,StandardOrth,,,14-480-190-1,{},,tomorrow,təˈmɑˌroʊ ,64778,49638,58586
,StandardOrth,,,14-481-190-1,{},,day-after-tomorrow,deɪ-ˈæftər-təˈmɑˌroʊ ,64779,49639,59515
,StandardOrth,,,14-490-190-1,{},,yesterday,ˈjɛstərˌdeɪ ,64780,49640,59085
,StandardOrth,,,14-491-190-1,{},,day-before-yesterday,deɪ-bɪˈfɔr-ˈjɛstərˌdeɪ ,64781,49641,58490
,StandardOrth,,,14-510-190-1,{},,hour,ˈaʊər ,64782,49642,58878
,StandardOrth,,,14-530-190-1,{},,clock,klɑk ,64783,49643,58847
,StandardOrth,,,14-530-190-3,{},,timepiece,ˈtaɪmˌpis ,64784,49643,58661
,StandardOrth,,,14-610-190-1,{},,week,wik ,64785,49644,58716
,StandardOrth,,,14-620-190-1,{},,Sunday,ˈsʌnˌdeɪ ,64786,49645,59445
,StandardOrth,,,14-630-190-1,{},,Monday,ˈmʌndi ,64787,49646,58592
,StandardOrth,,,14-640-190-1,{},,Tuesday,ˈtuzdi ,64788,49647,58305
,StandardOrth,,,14-650-190-1,{},,Wednesday,ˈwɛnzdi ,64789,49648,59227
,StandardOrth,,,14-660-190-1,{},,Thursday,ˈθɜrzˌdeɪ ,64790,49649,58810
,StandardOrth,,,14-670-190-1,{},,Friday,ˈfraɪdi ,64791,49650,59448
,StandardOrth,,,14-680-190-1,{},,Saturday,ˈsætərdi ,64792,49651,59361
,StandardOrth,,,14-710-190-1,{},,month,mʌnθ ,64793,49652,58824
,StandardOrth,,,14-730-190-1,{},,year,jɪr ,64794,49653,58560
,StandardOrth,,,14-740-190-1,{},,winter,ˈwɪntər ,64795,49654,58505
,StandardOrth,,,14-750-190-1,{},,spring,sprɪŋ ,64796,49655,59114
,StandardOrth,,,14-760-190-1,{},,summer,ˈsʌmər ,64797,49656,58730
,StandardOrth,,,14-770-190-1,{},,autumn,ˈɔtəm ,64798,49657,58892
,StandardOrth,,,14-780-190-1,{},,season,ˈsizən ,64799,49658,58598
,StandardOrth,,,15-210-190-1,{},,smell,smɛl ,64800,49659,58425
,StandardOrth,,,15-212-190-1,{},,sniff,snɪf ,64801,49660,59399
,StandardOrth,,,15-220-190-1,{},,smell,smɛl ,64802,49661,58425
,StandardOrth,,,15-250-190-1,{},,fragrant,ˈfreɪgrənt ,64803,49662,58263
,StandardOrth,,,15-250-190-3,{},,good smelling,gʊd ˈsmɛlɪŋ ,64804,49662,58679
,StandardOrth,,,15-260-190-1,{},,stinking,ˈstɪŋkɪŋ ,64805,49663,58165
,StandardOrth,,,15-260-190-3,{},,bad smelling,bæd ˈsmɛlɪŋ ,64806,49663,59185
,StandardOrth,,,15-310-190-1,{},,taste,teɪst ,64807,49664,58807
,StandardOrth,,,15-350-190-1,{},,sweet,swit ,64808,49665,59045
,StandardOrth,,,15-360-190-1,{},,salty,ˈsɔlti ,64809,49666,58895
,StandardOrth,,,15-370-190-1,{},,bitter,ˈbɪtər ,64810,49667,58200
,StandardOrth,,,15-380-190-1,{},,acid,ˈæsəd ,64811,49668,59195
,StandardOrth,,,15-380-190-3,{},,sour,ˈsaʊər ,64812,49668,58497
,StandardOrth,,,15-390-190-1,{},,brackish,ˈbrækɪʃ ,64813,49669,58043
,StandardOrth,,,15-410-190-1,{},,hear,hir ,64814,49670,58408
,StandardOrth,,,15-420-190-1,{},,listen,ˈlɪsən ,64815,49671,58985
,StandardOrth,,,15-440-190-1,{},,sound,saʊnd ,64816,49672,58697
,StandardOrth,,,15-440-190-3,{},,noise,nɔɪz ,64817,49672,59478
,StandardOrth,,,15-450-190-1,{},,loud,laʊd ,64818,49673,58190
,StandardOrth,,,15-460-190-1,{},,quiet,ˈkwaɪət ,64819,49674,58681
,StandardOrth,,,15-460-190-3,{},,silence,ˈsaɪləns ,64820,49674,59131
,StandardOrth,,,15-510-190-1,{},,see,si ,64821,49675,59333
,StandardOrth,,,15-520-190-1,{},,look,lʊk ,64822,49676,59067
,StandardOrth,,,15-520-190-3,{},,look at,lʊk æt ,64823,49676,59350
,StandardOrth,,,15-550-190-1,{},,show,ʃoʊ ,64824,49677,58637
,StandardOrth,,,15-560-190-1,{},,shine,ʃaɪn ,64825,49678,59127
,StandardOrth,,,15-570-190-1,{},,bright,braɪt ,64826,49679,58640
,StandardOrth,,,15-610-190-1,{},,color,ˈkʌlər ,64827,49680,58683
,StandardOrth,,,15-620-190-1,{},,light,laɪt ,64828,49681,59267
,StandardOrth,,,15-630-190-1,{},,dark,dɑrk ,64829,49682,58746
,StandardOrth,,,15-640-190-1,{},,white,waɪt ,64830,49683,58595
,StandardOrth,,,15-650-190-1,{},,black,blæk ,64831,49684,58652
,StandardOrth,,,15-660-190-1,{},,red,rɛd ,64832,49685,59305
,StandardOrth,,,15-670-190-1,{},,blue,blu ,64833,49686,58068
,StandardOrth,,,15-680-190-1,{},,green,grin ,64834,49687,58144
,StandardOrth,,,15-690-190-1,{},,yellow,ˈjɛloʊ ,64835,49688,58038
,StandardOrth,,,15-710-190-1,{},,touch,tʌʧ ,64836,49689,58736
,StandardOrth,,,15-712-190-1,{},,pinch,pɪnʧ ,64837,49690,58059
,StandardOrth,,,15-720-190-1,{},,feel,fil ,64838,49691,58966
,StandardOrth,,,15-740-190-1,{},,hard,hɑrd ,64839,49692,58943
,StandardOrth,,,15-750-190-1,{},,soft,sɑft ,64840,49693,59464
,StandardOrth,,,15-760-190-1,{},,rough,rʌf ,64841,49694,58434
,StandardOrth,,,15-770-190-1,{},,smooth,smuð ,64842,49695,59504
,StandardOrth,,,15-780-190-1,{},,sharp,ʃɑrp ,64843,49696,58896
,StandardOrth,,,15-790-190-1,{},,blunt,blʌnt ,64844,49697,58622
,StandardOrth,,,15-790-190-3,{},,dull,dʌl ,64845,49697,59142
,StandardOrth,,,15-810-190-1,{},,heavy,ˈhɛvi ,64846,49698,58938
,StandardOrth,,,15-820-190-1,{},,light-weight,laɪt-weɪt ,64847,49699,58294
,StandardOrth,,,15-830-190-1,{},,wet,wɛt ,64848,49700,59452
,StandardOrth,,,15-830-190-3,{},,damp,dæmp ,64849,49700,59054
,StandardOrth,,,15-840-190-1,{},,dry,draɪ ,64850,49701,58081
,StandardOrth,,,15-850-190-1,{},,hot,hɑt ,64851,49702,58131
,StandardOrth,,,15-851-190-1,{},,warm,wɔrm ,64852,49703,58107
,StandardOrth,,,15-860-190-1,{},,cold,koʊld ,64853,49704,58532
,StandardOrth,,,15-870-190-1,{},,clean,klin ,64854,49705,59007
,StandardOrth,,,15-880-190-1,{},,dirty,ˈdɜrti ,64855,49706,58803
,StandardOrth,,,15-880-190-3,{},,soiled,sɔɪld ,64856,49706,59066
,StandardOrth,,,15-890-190-1,{},,wrinkled,ˈrɪŋkəld ,64857,49707,59130
,StandardOrth,,,16-110-190-1,{},,soul,soʊl ,64858,49708,58494
,StandardOrth,,,16-110-190-3,{},,spirit,ˈspɪrət ,64859,49708,58695
,StandardOrth,,,16-150-190-1,{},,surprised,sərˈpraɪzd ,64860,49709,59100
,StandardOrth,,,16-150-190-3,{},,astonished,əˈstɑnɪʃt ,64861,49709,58409
,StandardOrth,,,16-180-190-1,{},,good fortune,gʊd ˈfɔrʧən ,64862,49710,58484
,StandardOrth,,,16-180-190-3,{},,luck,lʌk ,64863,49710,58173
,StandardOrth,,,16-190-190-1,{},,misfortune,mɪsˈfɔrʧən ,64864,49711,58179
,StandardOrth,,,16-190-190-3,{},,bad luck,bæd lʌk ,64865,49711,59071
,StandardOrth,,,16-230-190-1,{},,joyful,ˈʤɔɪfəl ,64866,49712,58740
,StandardOrth,,,16-230-190-3,{},,glad,glæd ,64867,49712,58876
,StandardOrth,,,16-230-190-5,{},,happy,ˈhæpi ,64868,49712,58402
,StandardOrth,,,16-250-190-1,{},,laugh,læf ,64869,49713,59407
,StandardOrth,,,16-251-190-1,{},,smile,smaɪl ,64870,49714,58830
,StandardOrth,,,16-260-190-1,{},,play,pleɪ ,64871,49715,58995
,StandardOrth,,,16-270-190-1,{},,love,lʌv ,64872,49716,58481
,StandardOrth,,,16-290-190-1,{},,kiss,kɪs ,64873,49717,59289
,StandardOrth,,,16-300-190-1,{},,embrace,ɛmˈbreɪs ,64874,49718,58708
,StandardOrth,,,16-310-190-1,{},,pain,peɪn ,64875,49719,58626
,StandardOrth,,,16-320-190-1,{},,grief,grif ,64876,49720,58105
,StandardOrth,,,16-320-190-3,{},,sorrow,ˈsɑroʊ ,64877,49720,59395
,StandardOrth,,,16-320-190-5,{},,sadness,ˈsædnəs ,64878,49720,58802
,StandardOrth,,,16-330-190-1,{},,anxiety,æŋˈzaɪəti ,64879,49721,58208
,StandardOrth,,,16-330-190-3,{},,worry,ˈwɜri ,64880,49721,58709
,StandardOrth,,,16-340-190-1,{},,regret,rəˈgrɛt ,64881,49722,58459
,StandardOrth,,,16-340-190-3,{},,be sorry,bi ˈsɑri ,64882,49722,58747
,StandardOrth,,,16-350-190-1,{},,pity,ˈpɪti ,64883,49723,58281
,StandardOrth,,,16-370-190-1,{},,cry,kraɪ ,64884,49724,59027
,StandardOrth,,,16-370-190-3,{},,weep,wip ,64885,49724,58727
,StandardOrth,,,16-380-190-1,{},,tear,tɛr ,64886,49725,58450
,StandardOrth,,,16-390-190-1,{},,groan,groʊn ,64887,49726,58796
,StandardOrth,,,16-410-190-1,{},,hate,heɪt ,64888,49727,58042
,StandardOrth,,,16-420-190-1,{},,anger,ˈæŋgər ,64889,49728,58614
,StandardOrth,,,16-440-190-1,{},,envy,ˈɛnvi ,64890,49729,59367
,StandardOrth,,,16-440-190-3,{},,jealousy,ˈʤɛləsi ,64891,49729,58397
,StandardOrth,,,16-450-190-1,{},,shame,ʃeɪm ,64892,49730,58115
,StandardOrth,,,16-480-190-1,{},,proud,praʊd ,64893,49731,58631
,StandardOrth,,,16-510-190-1,{},,dare,dɛr ,64894,49732,58750
,StandardOrth,,,16-520-190-1,{},,brave,breɪv ,64895,49733,58458
,StandardOrth,,,16-530-190-1,{},,fear,fɪr ,64896,49734,59482
,StandardOrth,,,16-530-190-3,{},,fright,fraɪt ,64897,49734,58806
,StandardOrth,,,16-540-190-1,{},,danger,ˈdeɪnʤər ,64898,49735,59214
,StandardOrth,,,16-620-190-1,{},,desire,dɪˈzaɪər ,64899,49736,58351
,StandardOrth,,,16-620-190-3,{},,want,wɑnt ,64900,49736,58127
,StandardOrth,,,16-622-190-1,{},,choose,ʧuz ,64901,49737,59282
,StandardOrth,,,16-630-190-1,{},,hope,hoʊp ,64902,49738,59373
,StandardOrth,,,16-650-190-1,{},,faithful,ˈfeɪθfəl ,64903,49739,58421
,StandardOrth,,,16-660-190-1,{},,true,tru ,64904,49740,58411
,StandardOrth,,,16-670-190-1,{},,lie,laɪ ,64905,49741,59083
,StandardOrth,,,16-670-190-3,{},,tell lies,tɛl laɪz ,64906,49741,58613
,StandardOrth,,,16-680-190-1,{},,deceit,dəˈsit ,64907,49742,59047
,StandardOrth,,,16-690-190-1,{},,forgive,fərˈgɪv ,64908,49743,58953
,StandardOrth,,,16-710-190-1,{},,good,gʊd ,64909,49744,58927
,StandardOrth,,,16-720-190-1,{},,bad,bæd ,64910,49745,58259
,StandardOrth,,,16-730-190-1,{},,right,raɪt ,64911,49746,58357
,StandardOrth,,,16-730-190-3,{},,correct,kəˈrɛkt ,64912,49746,58566
,StandardOrth,,,16-740-190-1,{},,wrong,rɔŋ ,64913,49747,58137
,StandardOrth,,,16-760-190-1,{},,fault,fɔlt ,64914,49748,59418
,StandardOrth,,,16-770-190-1,{},,mistake,mɪsˈteɪk ,64915,49749,58306
,StandardOrth,,,16-770-190-3,{},,error,ˈɛrər ,64916,49749,59073
,StandardOrth,,,16-780-190-1,{},,blame,bleɪm ,64917,49750,58676
,StandardOrth,,,16-790-190-1,{},,praise,preɪz ,64918,49751,59239
,StandardOrth,,,16-810-190-1,{},,beautiful,ˈbjutəfəl ,64919,49752,58889
,StandardOrth,,,16-820-190-1,{},,ugly,ˈʌgli ,64920,49753,58301
,StandardOrth,,,16-830-190-1,{},,greedy,ˈgridi ,64921,49754,59307
,StandardOrth,,,16-840-190-1,{},,clever,ˈklɛvər ,64922,49755,59226
,StandardOrth,,,17-110-190-1,{},,mind,maɪnd ,64923,49756,58218
,StandardOrth,,,17-130-190-1,{},,think,θɪŋk ,64924,49757,58575
,StandardOrth,,,17-130-190-3,{},,reflect,rəˈflɛkt ,64925,49757,58908
,StandardOrth,,,17-140-190-1,{},,think,θɪŋk ,64926,49758,58575
,StandardOrth,,,17-150-190-1,{},,believe,bɪˈliv ,64927,49759,58979
,StandardOrth,,,17-160-190-1,{},,understand,ˌʌndərˈstænd ,64928,49760,59062
,StandardOrth,,,17-170-190-1,{},,know,noʊ ,64929,49761,59457
,StandardOrth,,,17-171-190-1,{},,guess,gɛs ,64930,49762,58367
,StandardOrth,,,17-172-190-1,{},,imitate,ˈɪməˌteɪt ,64931,49763,58264
,StandardOrth,,,17-180-190-1,{},,seem,sim ,64932,49764,58223
,StandardOrth,,,17-190-190-1,{},,idea,aɪˈdiə ,64933,49765,58944
,StandardOrth,,,17-190-190-3,{},,notion,ˈnoʊʃən ,64934,49765,58240
,StandardOrth,,,17-210-190-1,{},,wise,waɪz ,64935,49766,59503
,StandardOrth,,,17-220-190-1,{},,foolish,ˈfulɪʃ ,64936,49767,59112
,StandardOrth,,,17-220-190-3,{},,stupid,ˈstupəd ,64937,49767,58666
,StandardOrth,,,17-230-190-1,{},,insane,ɪnˈseɪn ,64938,49768,59315
,StandardOrth,,,17-230-190-3,{},,crazy,ˈkreɪzi ,64939,49768,58500
,StandardOrth,,,17-240-190-1,{},,learn,lɜrn ,64940,49769,58886
,StandardOrth,,,17-242-190-1,{},,study,ˈstʌdi ,64941,49770,58083
,StandardOrth,,,17-250-190-1,{},,teach,tiʧ ,64942,49771,58957
,StandardOrth,,,17-260-190-1,{},,pupil,ˈpjupəl ,64943,49772,59532
,StandardOrth,,,17-270-190-1,{},,teacher,ˈtiʧər ,64944,49773,59055
,StandardOrth,,,17-280-190-1,{},,school,skul ,64945,49774,58057
,StandardOrth,,,17-310-190-1,{},,remember,rɪˈmɛmbər ,64946,49775,58738
,StandardOrth,,,17-320-190-1,{},,forget,fərˈgɛt ,64947,49776,58823
,StandardOrth,,,17-340-190-1,{},,clear,klɪr ,64948,49777,59003
,StandardOrth,,,17-340-190-3,{},,plain,pleɪn ,64949,49777,59416
,StandardOrth,,,17-350-190-1,{},,obscure,əbˈskjʊr ,64950,49778,59029
,StandardOrth,,,17-360-190-1,{},,secret,ˈsikrət ,64951,49779,59056
,StandardOrth,,,17-370-190-1,{},,sure,ʃʊr ,64952,49780,58625
,StandardOrth,,,17-370-190-3,{},,certain,ˈsɜrtən ,64953,49780,58808
,StandardOrth,,,17-380-190-1,{},,explain,ɪkˈspleɪn ,64954,49781,58246
,StandardOrth,,,17-410-190-1,{},,intention,ɪnˈtɛnʧən ,64955,49782,59496
,StandardOrth,,,17-410-190-3,{},,purpose,ˈpɜrpəs ,64956,49782,59086
,StandardOrth,,,17-420-190-1,{},,cause,kɑz ,64957,49783,59303
,StandardOrth,,,17-430-190-1,{},,doubt,daʊt ,64958,49784,59222
,StandardOrth,,,17-440-190-1,{},,suspect,ˈsʌˌspɛkt ,64959,49785,58466
,StandardOrth,,,17-441-190-1,{},,betray,bɪˈtreɪ ,64960,49786,59018
